p0,p1,p2,p3,p4,p5,p6,p7,size,objective,source,id,filename,speedup
48,threads,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.72213,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02454.c,mmp_02454,0.9218437889387344
48,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.623285,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02455.c,mmp_02455,0.9380477781225743
48,threads,close,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.76122,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02456.c,mmp_02456,0.9155890592617537
48,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.785325,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02457.c,mmp_02457,0.9117741872755636
48,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.686765,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02458.c,mmp_02458,0.9275765747309762
48,threads,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.7553449999999975,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02459.c,mmp_02459,0.9165236836366895
96,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.76854,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02460.c,mmp_02460,0.9144272207525649
16,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.790875,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02461.c,mmp_02461,0.9109003388952448
48,sockets,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.73762,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02462.c,mmp_02462,0.9193550635977985
8,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.69262,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02463.c,mmp_02463,0.9266225393579758
48,cores,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.633785,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02464.c,mmp_02464,0.9362994860471248
48,threads,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.75822,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02465.c,mmp_02465,0.9160660759748673
48,threads,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.8173650000000015,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02466.c,mmp_02466,0.906752455793989
48,cores,close,dynamic, , ,#pragma omp for nowait, ,SM,5.6973,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02467.c,mmp_02467,0.9258613729310375
48,threads,close,static, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.680875,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02468.c,mmp_02468,0.9285382973573613
48,sockets,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.8232300000000015,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02469.c,mmp_02469,0.9058391992073126
64,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.733785,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02470.c,mmp_02470,0.9199699674822129
48,threads,close,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.68215,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02471.c,mmp_02471,0.928329945531181
48,threads,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.7086900000000025,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02472.c,mmp_02472,0.924014090798414
48,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.819575,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02473.c,mmp_02473,0.9064081139945787
256,sockets,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.719645,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02474.c,mmp_02474,0.9222443001270184
48,threads,close,dynamic, , ,#pragma omp for nowait, ,SM,5.66647,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02475.c,mmp_02475,0.9308987782517157
4,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6915,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02476.c,mmp_02476,0.9268048844768515
48,threads,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.725555,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02477.c,mmp_02477,0.921292346331491
8,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.72196,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02478.c,mmp_02478,0.9218711770092766
128,threads,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.881,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02479.c,mmp_02479,0.8969409964291787
48,sockets,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.80874,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02480.c,mmp_02480,0.9080988303831812
32,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6649499999999975,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02481.c,mmp_02481,0.9311485538266009
8,threads,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.7796400000000006,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02482.c,mmp_02482,0.9126710314137212
48,sockets,close,dynamic, , ,#pragma omp for nowait, ,SM,5.688335,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02483.c,mmp_02483,0.9273205604100321
48,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.642685,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02484.c,mmp_02484,0.9348226952239935
48,sockets,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.63167,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02485.c,mmp_02485,0.9366511176968821
8,cores,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.781605,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02486.c,mmp_02486,0.9123608409775487
2,cores,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.676005,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02487.c,mmp_02487,0.9293349812059715
48,cores,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.722845,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02488.c,mmp_02488,0.9217286157496839
48,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.712160000000001,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02489.c,mmp_02489,0.9234527744320886
48,threads,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.62049,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02490.c,mmp_02490,0.9385142576536921
48,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,SM,5.744145,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02491.c,mmp_02491,0.91831073205847
48,threads,spread,static, , ,#pragma omp for nowait, ,SM,5.7694449999999975,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02492.c,mmp_02492,0.914283782928861
48,threads,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.7053949999999976,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02493.c,mmp_02493,0.9245477307005041
48,threads,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,SM,5.665355,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02494.c,mmp_02494,0.9310819886838513
48,threads,master,dynamic, , ,#pragma omp for nowait, ,SM,5.7659249999999975,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02495.c,mmp_02495,0.9148419377636724
16,cores,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.730035,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02496.c,mmp_02496,0.9205720383906905
48,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,SM,5.73295,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02497.c,mmp_02497,0.9201039604392155
2,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,SM,5.665975,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02498.c,mmp_02498,0.9309801049245716
48,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,SM,5.74946,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02499.c,mmp_02499,0.9174618138051226
48,threads,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,SM,5.87378,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02500.c,mmp_02500,0.8980435086094475
2,threads,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.69843,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02501.c,mmp_02501,0.925677774404529
64,threads,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.681109999999999,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02502.c,mmp_02502,0.9284998882260687
48,sockets,master,dynamic, , ,#pragma omp for nowait, ,SM,5.745115,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02503.c,mmp_02503,0.918155685308301
32,threads,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.79595,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02504.c,mmp_02504,0.9101027441575583
256,threads,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.686294999999999,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02505.c,mmp_02505,0.927653243456416
48,threads,spread,dynamic, ,#pragma unroll,#pragma omp for, ,SM,5.735195,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02506.c,mmp_02506,0.9197437924952857
2,threads,spread,dynamic, , ,#pragma omp for, ,SM,5.700355,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02507.c,mmp_02507,0.9253651746250892
192,threads,spread,dynamic, , ,#pragma omp for, ,SM,5.675995,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02508.c,mmp_02508,0.9293366185135822
48,threads,spread,dynamic, , ,#pragma omp for, ,SM,5.69184,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02509.c,mmp_02509,0.9267495221228987
2,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,SM,5.74708,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02510.c,mmp_02510,0.9178417561613897
96,threads,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.717445,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02511.c,mmp_02511,0.9225991679850004
48,cores,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.825855000000002,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02512.c,mmp_02512,0.9054310483182295
192,threads,spread,static, , ,#pragma omp for nowait, ,SM,5.874525,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02513.c,mmp_02513,0.8979296198416042
8,threads,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.7930699999999975,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02514.c,mmp_02514,0.9105551978484642
48,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.715145,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02515.c,mmp_02515,0.9229704583173306
48,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, ,SM,5.574125,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02516.c,mmp_02516,0.9463207229834278
16,threads,spread,dynamic, , ,#pragma omp for nowait, ,SM,5.64264,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02517.c,mmp_02517,0.9348301504260418
48,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.79067,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02518.c,mmp_02518,0.9109325863846498
64,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, ,SM,5.752745,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02519.c,mmp_02519,0.9169379139871487
2,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for, ,SM,5.662825,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02520.c,mmp_02520,0.931497971418859
48,threads,spread,static, ,#pragma unroll (6),#pragma omp for, ,SM,5.849345,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02521.c,mmp_02521,0.9017949873019971
48,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.81246,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02522.c,mmp_02522,0.9075176431321679
48,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,SM,5.906685,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02523.c,mmp_02523,0.8930406818714727
48,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,SM,5.836325,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02524.c,mmp_02524,0.9038067619606516
128,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, ,SM,5.69228,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02525.c,mmp_02525,0.9266778865410696
192,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, ,SM,5.6438000000000015,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02526.c,mmp_02526,0.9346380098515182
16,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for, ,SM,5.740114999999999,NormalGreedyMutation10_opentuner_seed_1234,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02527.c,mmp_02527,0.9189554564673357
32,threads,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.70597,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02528.c,mmp_02528,0.9244545625020812
96,threads,close,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.688994999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02529.c,mmp_02529,0.9272129787422911
8,cores,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6900900000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02530.c,mmp_02530,0.9270345460265127
32,cores,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.697515,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02531.c,mmp_02531,0.9258264348580039
96,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.627079999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02532.c,mmp_02532,0.937415142489533
96,threads,close,static, ,#pragma unroll,#pragma omp for nowait, ,SM,5.6771650000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02533.c,mmp_02533,0.9291450926650889
96,threads,spread,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.742895,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02534.c,mmp_02534,0.9185106118081561
96,threads,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.830439999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02535.c,mmp_02535,0.9047190263513561
